wp,name,location,type,state,size,difficulty,terrain,favorites,hidden,author,attributes,mx,my
GC3FCKK,Zahradnicka skola Brno - Bohunice,"49 9m 45.9s N, 16 34m 49.908s E",traditional,True,small,2.0,2.0,2,2012-03-30,marizoun (adopted from Haffak),"{'bicycles': True, 'winter': True, 'available': True, 'wading': True, 'public': True, 'parking': True, 'onehour': True, 'kids': True, 'stroller': True, 'ticks': True, 'dogs': True, 'stealth': True}",0.31375000000001263,0.42106451612903
GC4N1GM,Jako delo…,"49 13m 13.332s N, 16 39m 47.088s E",traditional,True,other,1.0,1.5,253,2013-09-27,Romik64,"{'bicycles': True, 'winter': True, 'available': True, 'touristok': True, 'parking': True, 'stroller': True, 'kids': True, 'thorn': True, 'dogs': True}",0.6018500000000189,0.6873548387096772
GC6G8V6,watch out for the train,"49 13m 41.268s N, 16 39m 11.88s E",mystery,True,small,3.5,3.0,20,2016-04-23,iwan14,"{'night': False, 'wheelchair': False, 'stroller': False, 'scenic': True, 'onehour': True, 'available': True, 'hike_short': True}",0.6406500000000074,0.6558064516129057
GC83DNX,ČITO 2019,"49 11m 18.06s N, 16 40m 16.212s E",cito,True,other,1.0,2.0,0,2019-04-05,"Str.Fido, G+K","{'kids': True, 'public': True, 'scenic': True, 'bicycles': True, 'dogs': True}",0.4417500000000013,0.713451612903223
GC8017N,René já a Rudolf,"49 10m 2.64s N, 16 34m 10.92s E",traditional,True,micro,2.0,2.5,1,2018-11-06,olssonos,"{'available': True, 'night': True, 'bicycles': True, 'stealth': True}",0.33700000000000335,0.38612903225806716
GC1QGYB,Zapomenuty pomnik,"49 14m 20.868s N, 16 37m 12s E",traditional,True,regular,1.5,2.0,27,2009-06-26,Stumba (adoptováno od Kac.a),"{'winter': False, 'dogs': True, 'available': True, 'ticks': True, 'horses': True}",0.6956500000000225,0.5483870967741951
GC5MDX2,Reviewers' challenge,"49 12m 12.24s N, 16 32m 52.728s E",mystery,True,regular,4.0,3.0,57,2015-02-12,muffinak,"{'winter': False, 'ticks': True, 'hike_short': True}",0.517000000000014,0.3160645161290291
GC75BMK,"Bod, co bodne #1","49 12m 43.812s N, 16 40m 11.532s E",traditional,True,micro,1.5,2.5,12,2017-05-09,Avogádo,"{'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'ticks': True, 'parking': True, 'bicycles': True, 'thorn': True}",0.560850000000007,0.7092580645161246
GC4KM1B,Psi kes,"49 14m 18.6s N, 16 37m 32.988s E",traditional,True,small,1.5,2.0,75,2013-08-23,avlis.cz,"{'dogs': True, 'available': True, 'bicycles': True, 'firstaid': True}",0.6925000000000173,0.5671935483870967
GC5Q11V,Jundrov - Smycka,"49 12m 42.192s N, 16 33m 1.62s E",traditional,True,micro,1.0,1.0,1,2015-03-29,Lugia010719d1,"{'wheelchair': True, 'bicycles': True, 'available': True, 'public': True, 'parking': True, 'onehour': True, 'stealth': True, 'stroller': True, 'parkngrab': True, 'dogs': True}",0.5586000000000032,0.3240322580645207
GC7YX0M,Chcete 5ku? Tady je!,"49 13m 5.268s N, 16 39m 57.888s E",traditional,True,other,5.0,2.0,53,2018-10-14,Battos,"{'motorcycles': True, 'bicycles': True, 'available': True, 'scenic': True, 'stroller': True, 'stealth': True, 'dogs': True, 'quads': True}",0.5906500000000162,0.6970322580645162
GC3YXH4,Studanka Maly Lesik,"49 13m 30.72s N, 16 39m 31.788s E",mystery,True,small,2.0,3.0,2,2012-10-18,sandokan555,"{'bicycles': True, 'water': True, 'food': True, 'onehour': True, 'thorn': True, 'ticks': True}",0.626000000000011,0.6736451612903257
GC6HW0Y,Cihly mezi panelaky,"49 10m 7.788s N, 16 33m 58.86s E",multicache,True,small,1.5,2.0,10,2016-05-16,r6ak,"{'available': True, 'stealth': True}",0.3441499999999993,0.37532258064516055
GC53VAZ,ZELVA,"49 14m 21.408s N, 16 37m 20.46s E",traditional,True,regular,2.0,2.0,86,2014-04-30,geohanka.cz,"{'dogs': True, 'kids': True, 'ticks': True, 'bicycles': True, 'thorn': True, 'stealth': True, 'firstaid': True}",0.6964000000000119,0.5559677419354848
GCYGPA,Project Enigma: Progress,"49 12m 29.988s N, 16 40m 20.1s E",mystery,True,small,3.5,2.0,40,2006-09-25,study,"{'bicycles': True, 'thorn': True}",0.5416499999999873,0.7169354838709591
GC18M0T,Datacache,"49 9m 45s N, 16 34m 42.888s E",mystery,True,small,3.0,2.0,5,2008-01-15,rowing (Pitel),"{'scenic': False, 'campfires': False, 'bicycles': True, 'available': True, 'firstaid': True, 'onehour': True, 'thorn': True, 'ticks': True}",0.31250000000000666,0.41477419354838235
GC197GF,Computationally Intensive II,"49 13m 21s N, 16 33m 29.988s E",mystery,True,small,5.0,2.0,17,2008-02-18,potàfleurs adopted by mareczech,"{'dogs': True, 'available': True, 'bicycles': True, 'motorcycles': True, 'quads': True, 'horses': True}",0.6124999999999889,0.3494516129032305
GC2BTVG,Na plovarne,"49 12m 2.628s N, 16 40m 26.868s E",traditional,True,small,1.0,4.0,20,2010-08-29,Vrbcak,"{'dogs': True, 'onehour': True, 'available': True, 'ticks': True, 'parking': True, 'public': True, 'bicycles': True, 'stroller': True}",0.503650000000004,0.7230000000000024
GC41R01,Kominsky potok,"49 13m 34.32s N, 16 33m 45s E",traditional,True,micro,2.0,2.5,58,2012-11-23,VHteam,"{'stroller': False, 'dogs': True, 'kids': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True}",0.6309999999999995,0.36290322580645124
GC6BRM0,Bruno,"49 10m 50.592s N, 16 40m 5.88s E",traditional,True,small,1.5,1.5,339,2016-02-21,*MITAM*,"{'kids': True, 'available': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'food': True, 'touristok': True}",0.4036000000000059,0.7041935483870893
GC5TBPR,HUDEBNI MIX 3,"49 13m 4.332s N, 16 33m 13.5s E",mystery,True,small,1.5,3.5,119,2015-04-29,valdinci,"{'dogs': True, 'available': True, 'winter': True}",0.5893499999999944,0.3346774193548413
GC22VKW,Sazinek,"49 13m 7.608s N, 16 33m 15.372s E",wherigo,True,small,3.0,1.5,152,2010-02-04,karbanatek,"{'onehour': False, 'kids': True, 'available': True, 'winter': True, 'public': True}",0.5939000000000176,0.3363548387096738
GC5V186,Sobesicke vyhledy JV / Sobesice view SE,"49 14m 6.792s N, 16 38m 29.58s E",mystery,True,micro,2.5,2.5,3,2015-05-07,lan2,"{'scenic': True, 'available': True, 'winter': True, 'ticks': True}",0.6760999999999984,0.6179032258064453
GC8685G,Baloo's cache,"49 13m 46.092s N, 16 34m 0.228s E",traditional,True,small,1.5,2.5,0,2019-04-14,"xPARASx, h.rad","{'scenic': True, 'dogs': True, 'available': True, 'winter': True, 'ticks': True, 'cow': True}",0.6473500000000025,0.37654838709677285
GC1DCKQ,stereogram-ka,"49 11m 19.392s N, 16 32m 52.188s E",mystery,True,small,2.5,2.0,12,2008-10-09,janvanek,"{'kids': True, 'firstaid': True, 'onehour': True}",0.4436000000000201,0.315580645161294
GC6D3E5,Doctor Who I,"49 12m 45.072s N, 16 32m 58.812s E",mystery,True,small,2.5,2.0,8,2016-03-11,usirew 01,"{'kids': True, 'onehour': True, 'public': True, 'stealth': True, 'firstaid': True}",0.562599999999994,0.32151612903225474
GC7HR1F,Koniklecova louka,"49 10m 59.952s N, 16 33m 1.08s E",traditional,True,small,2.0,1.5,4,2018-01-30,jansykora30,"{'campfires': False, 'dogs': False, 'bicycles': True, 'winter': True, 'available': True, 'stealth': True, 'scenic': True, 'wheelchair': True, 'kids': True, 'hike_med': True, 'ticks': True, 'poisonoak': True}",0.4166000000000114,0.32354838709677414
GCQ698,Slepa kolej / The Blind track,"49 13m 32.16s N, 16 39m 36.108s E",traditional,True,small,2.0,2.0,5,2005-08-17,Petak&Barunka,"{'motorcycles': True, 'bicycles': True, 'available': True, 'public': True, 'firstaid': True, 'onehour': True, 'danger': True, 'kids': True, 'dogs': True}",0.6280000000000064,0.6775161290322522
GC4GJ0B,KOMINSKE KRCHOV,"49 13m 21s N, 16 33m 25.74s E",multicache,True,micro,1.5,1.5,100,2013-07-28,VHteam,"{'kids': True, 'onehour': True, 'winter': True, 'parking': True, 'public': True, 'stealth': True, 'stroller': True, 'hike_short': True}",0.6124999999999889,0.34564516129032247
GC4QDW5,Zrna vsude,"49 13m 27.66s N, 16 39m 43.56s E",earthcache,True,other,2.0,2.5,6,2015-05-25,Konec,"{'bicycles': True, 'available': True, 'hike_short': True, 'campfires': True, 'ticks': True, 'dogs': True, 'picnic': True}",0.6217500000000119,0.6841935483870902
GC83H3P,Bidlovaci serie #1,"49 9m 25.452s N, 16 37m 29.82s E",traditional,True,small,3.0,2.5,5,2019-02-14,Bandolerko,"{'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'bicycles': True, 'parking': True, 'public': True, 's-tool': True, 'hike_short': True}",0.2853499999999859,0.5643548387096702
GC42XAA,PP Udoli Kohoutovickeho potoka,"49 11m 28.68s N, 16 32m 46.068s E",multicache,True,other,2.5,2.5,18,2013-07-01,honny,"{'motorcycles': False, 'bicycles': False, 'teamwork': False, 'wheelchair': False, 'parkngrab': False, 'winter': False, 'stroller': False, 'public': True, 'cliff': True, 'ticks': True, 'hike_short': True, 'available': True, 'onehour': True, 'dogs': True}",0.45649999999999386,0.3100967741935534
GC1QMT2,Bioindustrialni pyre,"49 13m 36.048s N, 16 39m 34.272s E",mystery,True,small,3.0,4.0,134,2009-04-26,Aluco_cz & Kiwin,"{'motorcycles': False, 'wheelchair': False, 'stroller': False, 'dogs': False, 'jeeps': False, 'available': True, 'wading': True, 'flashlight': True, 'stealth': True, 'ticks': True}",0.6334000000000153,0.6758709677419346
GC5TFA2,BERX,"49 9m 41.508s N, 16 38m 34.98s E",traditional,True,small,2.5,2.0,402,2015-04-29,berx.cz,"{'dogs': True, 'wading': True, 'available': True, 'winter': True, 'ticks': True, 'horses': True, 'thorn': True, 'cow': True, 'field_puzzle': True, 'skiis': True, 'touristok': True, 'firstaid': True}",0.30764999999999476,0.6227419354838648
GC82YJY,CITO Lamacentrum 2019,"49 13m 11.28s N, 16 40m 1.992s E",cito,True,other,1.0,2.0,0,2019-04-27,G+K,"{'snowmobiles': False, 'dogs': True, 'kids': True, 'bicycles': True, 'campfires': True, 'parking': True, 'public': True, 'picnic': True, 'water': True, 'restrooms': True, 'food': True, 'teamwork': True}",0.5990000000000023,0.7007096774193532
GC73JE6,Kalendar,"49 14m 24.972s N, 16 35m 44.592s E",traditional,True,regular,2.5,2.5,54,2017-04-21,Lipovi,"{'winter': False, 'night': False, 'bicycles': True, 'available': True, 'stroller': True, 'scenic': True, 'onehour': True, 'thorn': True, 'hike_short': True, 'horses': True, 'ticks': True, 'dogs': True}",0.70135000000002,0.4700645161290312
GC3GCTP,Metal #03: Timeless Miracle,"49 14m 2.112s N, 16 34m 24.528s E",mystery,True,regular,2.0,2.0,11,2013-04-10,Lugia010719d1,"{'campfires': False, 'bicycles': True, 'available': True, 'hike_short': True, 'scenic': True, 'onehour': True, 'stealth': True, 'ticks': True}",0.6695999999999956,0.39832258064516063
GC6NEJ1,TAH STARYM KOMINEM,"49 13m 14.088s N, 16 33m 15.3s E",mystery,True,regular,3.5,2.5,90,2016-11-06,VHteam,"{'motorcycles': False, 'quads': False, 'jeeps': False, 'dogs': True, 'kids': True, 'available': True, 'winter': True, 'poisonoak': True, 'ticks': True, 'bicycles': True, 'thorn': True, 'hike_med': True}",0.6028999999999969,0.33629032258064395
GC2KCDB,BEZ ELEKTRIFIKACE,"49 12m 13.68s N, 16 40m 32.268s E",mystery,True,small,3.0,5.0,70,2010-12-16,Meda team (Arranel_Nicolas),"{'kids': False, 'winter': True, 'available': True, 'firstaid': True, 'climbing': True, 'parking': True, 'onehour': True, 'thorn': True, 'rappelling': True}",0.5190000000000095,0.7278387096774104
GC46A68,Cipher challenge,"49 14m 6.648s N, 16 34m 33.312s E",mystery,True,micro,4.0,2.0,130,2013-02-20,Betax & Evička,"{'onehour': False, 'dogs': True, 'scenic': True, 'available': True, 'bicycles': True, 'thorn': True}",0.6759000000000059,0.40619354838709604
GC7W499,Lípa Milénia,"49 14m 7.152s N, 16 38m 41.028s E",multicache,True,micro,2.0,1.5,0,2018-08-14,kenix99,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'parking': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'jeeps': True, 'stealth': True, 'stroller': True, 'food': True, 'firstaid': True}",0.676600000000015,0.6281612903225755
GC83F91,Lískovecké letadlo,"49 10m 3s N, 16 33m 51.588s E",mystery,True,micro,2.0,2.0,57,2019-03-05,PALROS,"{'treeclimbing': False, 'winter': True, 'available': True, 'thorn': True, 'ticks': True, 'dogs': True}",0.3374999999999845,0.3688064516128971
GC79GEH,Doctor Who II,"49 12m 54s N, 16 32m 56.94s E",mystery,True,micro,4.0,4.0,4,2017-08-20,Lugia010719d1 (adopted from usirew 01),"{'bicycles': True, 'winter': True, 'night': True, 'treeclimbing': True, 'phone': True, 'stealth': True, 'ticks': True, 'dogs': True}",0.5750000000000222,0.31983870967742223
GC2C7F7,CCCP cache,"49 13m 9.3s N, 16 33m 8.1s E",multicache,True,small,2.5,2.5,8,2010-07-24,Smurf.CZ,"{'motorcycles': False, 'dogs': True, 'bicycles': True}",0.5962500000000175,0.3298387096774218
GC1GVD2,Stranska rock,"49 11m 26.952s N, 16 40m 32.412s E",earthcache,True,not_chosen,2.5,2.0,27,2008-10-02,maros251,"{'bicycles': True, 'scenic': True, 'available': True, 'dogs': True, 'stroller': True}",0.4541000000000136,0.7279677419354815
GC16263,Stránská skála UP & DOWN,"49 11m 25.692s N, 16 40m 32.232s E",mystery,True,small,3.5,4.5,273,2007-09-26,Vendetta Squad,"{'wheelchair': False, 'onehour': False, 'kids': False, 'winter': True, 'camping': True, 'available': True, 'firstaid': True, 'public': True, 'scenic': True, 'campfires': True, 'mine': True}",0.45234999999999104,0.7278064516128955
GC7ZPFC,Pro Pána Jána,"49 9m 54.828s N, 16 34m 4.44s E",traditional,True,micro,1.5,2.0,0,2018-10-30,olssonos,"{'stealth': True, 'touristok': True}",0.3261500000000053,0.38032258064516605
GC7E09E,Elektrostanice,"49 9m 24.768s N, 16 37m 43.572s E",traditional,True,other,2.0,1.5,27,2017-10-21,Azeret6,"{'dogs': True, 'parking': True, 'public': True, 'restrooms': True, 'stealth': True, 'stroller': True, 'parkngrab': True, 'fuel': True, 'food': True, 'firstaid': True}",0.28440000000000404,0.5766774193548347
GC80E4M,Workoutove hriste,"49 13m 33.888s N, 16 39m 42.408s E",multicache,True,micro,1.5,1.5,2,2018-11-22,Battos,"{'bicycles': True, 'winter': True, 'available': True, 'parking': True, 'onehour': True, 'kids': True, 'picnic': True, 'dogs': True, 'stealth': True}",0.6304000000000222,0.6831612903225788
GC50Q95,Kohoutovicke toulani,"49 11m 37.5s N, 16 32m 39.552s E",multicache,True,small,2.0,2.0,2,2014-03-21,Mishel:),"{'kids': True, 'ticks': True, 'bicycles': True, 'dogs': True, 'firstaid': True}",0.46875000000001,0.30425806451612597
GCKFP6,Zamilovany hajek,"49 14m 24.828s N, 16 35m 31.02s E",multicache,True,regular,1.5,1.5,5,2004-09-05,dape team,{'firstaid': True},0.7011499999999921,0.4579032258064526
GC39G81,Lamy pod utesem,"49 13m 14.88s N, 16 40m 3.36s E",traditional,True,small,1.0,1.5,18,2012-01-01,Ouškovi,"{'dogs': True, 'scenic': True, 'available': True, 'parking': True, 'public': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.6039999999999908,0.7019354838709655
GC513MQ,Jundrovsti Pirati (nocni),"49 12m 49.5s N, 16 32m 52.548s E",mystery,True,regular,3.5,3.5,104,2014-03-26,"Pokorny.brno, Marusio.brno","{'kids': False, 'bicycles': False, 'stroller': False, 'dogs': True, 'night': True, 'flashlight': True, 'field_puzzle': True, 'nightcache': True, 'hike_med': True, 'firstaid': True}",0.5687499999999922,0.3159032258064545
GC2WWMB,Stastna sedmicka - MBPWT,"49 9m 27.432s N, 16 38m 0.852s E",traditional,True,micro,2.0,1.5,6,2011-05-24,seatice (adoptováno od kapitanR),"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'ticks': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.2881000000000062,0.5921612903225749
GC7DGKD,Rescue point (Mini night cache),"49 14m 27.132s N, 16 37m 37.848s E",multicache,True,micro,2.0,2.0,12,2017-10-12,Battos,"{'available': False, 'scenic': False, 'bicycles': True, 'night': True, 'flashlight': True, 'public': True, 'onehour': True, 'kids': True, 'parking': True, 'hike_short': True, 'ticks': True, 'nightcache': True}",0.704350000000013,0.5715483870967697
GC4MF3V,Mahenka v Novem Liskovci,"49 10m 34.032s N, 16 33m 10.728s E",mystery,True,small,3.0,1.0,16,2013-09-17,Parisee,"{'kids': True, 'winter': True, 'wheelchair': True, 'parking': True, 'public': True, 'stealth': True, 'stroller': True, 'frontyard': True, 'firstaid': True}",0.38059999999998795,0.33219354838710174
GC69RAA,MissTerka,"49 9m 21.42s N, 16 37m 32.592s E",mystery,True,regular,3.5,2.0,15,2016-01-15,Drich6,"{'dogs': True, 'available': True, 'winter': True, 'bicycles': True, 'picnic': True, 'hike_short': True, 'food': True}",0.27974999999998457,0.5668387096774212
GC7ZEFT,Granodiorit v Obranske strani,"49 13m 33.528s N, 16 39m 48.348s E",earthcache,True,other,3.0,3.5,2,2018-10-25,Alili65,"{'campfires': False, 'winter': False, 'night': False, 'stroller': False, 'wheelchair': False, 'bicycles': True, 'public': True, 'parking': True, 'cliff': True, 'hike_med': True, 's-tool': True, 'available': True, 'scenic': True, 'kids': True, 'thorn': True, 'dogs': True}",0.6299000000000056,0.6884838709677448
GC76Q10,Restaurace 50tych let....,"49 13m 29.28s N, 16 39m 53.64s E",multicache,True,small,2.5,3.0,11,2017-06-04,Battos,"{'motorcycles': False, 'jeeps': False, 'quads': False, 'available': True, 'stealth': True, 'abandonedbuilding': True}",0.6240000000000157,0.6932258064516081
GCYP20,Project Enigma: ASCII,"49 13m 0.012s N, 16 40m 20.1s E",mystery,True,small,3.5,2.0,26,2006-10-05,study,{'bicycles': True},0.5833500000000083,0.7169354838709591
GC38Z9J,Sifra Drakova - myslivecka,"49 13m 23.988s N, 16 40m 0.012s E",mystery,True,small,3.0,3.0,64,2011-12-09,Drakovi,"{'night': False, 'winter': True, 'scenic': True, 'hunting': True, 'kids': True, 'hike_med': True, 'ticks': True, 'dogs': True}",0.6166499999999917,0.6989354838709645
GC77YJY,Prvociselna,"49 9m 19.512s N, 16 37m 34.968s E",traditional,True,small,2.0,2.5,6,2017-06-24,Drich6,"{'dogs': True, 'onehour': True, 'available': True, 'parking': True, 'public': True, 'restrooms': True, 'picnic': True, 'bicycles': True, 'food': True, 'firstaid': True}",0.277099999999996,0.5689677419354854
GC2A9HW,Spirometr,"49 14m 31.092s N, 16 37m 28.308s E",mystery,True,regular,3.0,1.5,203,2010-07-05,JacG,"{'available': True, 'ticks': True, 'parking': True, 'bicycles': True}",0.7098500000000181,0.5629999999999983
GC50620,2190 : Time Jumping,"49 10m 40.8s N, 16 33m 0.432s E",wherigo,True,regular,4.0,2.5,81,2014-10-11,Jakuma.cz,"{'onehour': False, 'danger': True, 'public': True, 'parking': True, 'stealth': True, 'thorn': True}",0.3899999999999876,0.3229677419354829
GC5PR56,Hasicska Brno #2 - PS Lisen,"49 11m 55.5s N, 16 40m 42.672s E",traditional,True,small,2.5,1.5,169,2015-03-20,mr.snome & B.mk,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'parking': True, 'public': True, 'stealth': True, 'stroller': True, 'parkngrab': True}",0.4937499999999878,0.7371612903225739
GC468KG,BEDEOIL,"49 14m 31.74s N, 16 35m 42.972s E",mystery,True,micro,2.5,1.5,28,2013-02-19,bedekr,"{'motorcycles': True, 'bicycles': True, 'available': True, 'firstaid': True, 'public': True, 'parking': True, 'stroller': True, 'dogs': True, 'jeeps': True}",0.7107500000000195,0.46861290322580307
GC23B2N,Umeleckohistoricka2,"49 13m 8.22s N, 16 40m 17.04s E",mystery,True,small,4.0,2.0,4,2010-01-25,Mazionek,"{'bicycles': True, 'firstaid': True, 'scenic': True, 'danger': True, 'horses': True, 'dogs': True}",0.5947500000000032,0.7141935483870888
GC2TZGB,Lodenice,"49 13m 9.228s N, 16 32m 58.74s E",traditional,True,small,2.0,2.0,2,2011-04-25,"Emil Lejska, od kterého adoptovala Hana Šotková","{'wheelchair': False, 'motorcycles': False, 'quads': False, 'dogs': True, 'ticks': True, 'bicycles': True, 'hike_short': True}",0.5961500000000213,0.32145161290322494
GC81ZDX,Jen Prsť,"49 9m 51.912s N, 16 33m 56.988s E",multicache,True,micro,3.5,2.0,13,2019-01-01,olssonos,"{'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'stealth': True, 'touristok': True, 'firstaid': True}",0.3220999999999987,0.3736451612903166
GC4K2HT,Cyklostezka   Brno-Bilovice nad Svitavou,"49 13m 31.8s N, 16 39m 55.728s E",traditional,True,micro,3.0,2.5,6,2013-08-17,Battos,"{'wheelchair': False, 'motorcycles': False, 'quads': False, 'jeeps': False, 'kids': True, 'available': True, 'ticks': True, 'bicycles': True, 'stealth': True, 'stroller': True}",0.6274999999999897,0.6950967741935415
GC39TRC,SPORE10: TWIN A,"49 13m 27.408s N, 16 40m 0.66s E",traditional,True,small,1.0,2.5,12,2012-02-01,icancut,"{'bicycles': True, 'night': True, 'available': True, 'firstaid': True, 'scenic': True, 'onehour': True, 'kids': True, 'horses': True, 'dogs': True}",0.6214000000000074,0.6995161290322558
GC63ZJW,Lisenska rokle,"49 12m 26.28s N, 16 40m 40.26s E",traditional,True,micro,2.0,1.5,5,2015-08-20,ReZ_BMHD (adoptováno od Matalovi),"{'bicycles': True, 'public': True, 'parking': True, 'wheelchair': True, 'food': True, 'dangerousanimals': True, 'winter': True, 'available': True, 'onehour': True, 'kids': True, 'stroller': True, 'stealth': True, 'dogs': True}",0.5364999999999868,0.734999999999995
GC5NPWW,I hate shopping - Futurum,"49 9m 15.3s N, 16 35m 53.952s E",traditional,True,micro,1.5,1.5,4,2015-03-18,Laura_CZ,"{'available': True, 'winter': True, 'public': True, 'restrooms': True, 'bicycles': True, 'stealth': True, 'parkngrab': True, 'food': True}",0.27124999999998645,0.4784516129032281
GC36QD2,Kone na Hradiskach,"49 13m 58.548s N, 16 39m 17.64s E",multicache,True,regular,2.0,2.0,12,2011-10-28,tkim99,"{'wheelchair': False, 'night': False, 'available': False, 'firstaid': True, 'scenic': True, 'onehour': True, 'kids': True, 'parking': True, 'hike_short': True, 'horses': True, 'dogs': True}",0.6646500000000231,0.6609677419354857
GC7KH23,Umelecka dila v sidlisti Kohoutovice,"49 11m 35.52s N, 16 32m 30.552s E",multicache,True,micro,3.0,3.5,14,2018-03-23,JaraB,"{'winter': True, 'hike_med': True, 'available': True, 'public': True, 'scenic': True, 'onehour': True, 'stealth': True, 'parking': True, 'ticks': True, 'dogs': True}",0.4659999999999897,0.2961935483871011
GCN898,Stranska skala 2 - Stranska rock  2,"49 11m 25.188s N, 16 40m 42.492s E",traditional,True,regular,1.5,2.5,18,2005-03-27,maros251 adoptoval od ok2pes,"{'winter': False, 'available': True, 'bicycles': True, 'scenic': True}",0.4516500000000175,0.7369999999999994
GC7JE75,Aquapark Kohoutovice,"49 11m 35.808s N, 16 32m 30.012s E",mystery,True,micro,3.5,1.0,8,2018-02-17,JaraB,"{'dogs': True, 'available': True, 'night': True, 'winter': True, 'wheelchair': True, 'bicycles': True, 'motorcycles': True, 'parking': True, 'public': True, 'stroller': True, 'stealth': True, 'parkngrab': True, 'hike_short': True, 'food': True, 'touristok': True}",0.4664000000000101,0.29570967741935456
GC49DMF,Žába na prameni,"49 9m 30.24s N, 16 38m 32.712s E",traditional,True,small,3.0,3.0,504,2013-04-18,6Kre,"{'winter': False, 'kids': True, 'parking': True, 'public': True, 'water': True, 'bicycles': True}",0.2920000000000007,0.6207096774193569
GC2M6RY,Ne-obycejny krizek,"49 14m 7.692s N, 16 39m 2.412s E",multicache,True,small,3.0,2.0,15,2011-01-08,atmat -> Battos a Konec -> Matalovi -> Zdeny110,"{'jeeps': True, 'bicycles': True, 'available': True, 'scenic': True, 'stealth': True, 'kids': True, 'thorn': True, 'horses': True, 'dogs': True, 'quads': True}",0.6773500000000043,0.6473225806451641
GC788YN,Cermakova,"49 9m 51.48s N, 16 33m 53.748s E",multicache,True,small,2.0,3.0,4,2017-07-09,Lithuihel,"{'night': False, 'bicycles': True, 'winter': True, 'public': True, 'onehour': True, 'dogs': True}",0.32149999999998585,0.37074193548387174
GC71FA5,Falesny Listing,"49 10m 9.408s N, 16 33m 26.46s E",mystery,True,small,3.0,3.0,43,2017-03-22,Crazypaja a Geonufaci,"{'wheelchair': False, 'motorcycles': False, 'stroller': False, 'dogs': True, 'scenic': True, 'wading': True, 'available': True, 'ticks': True, 'picnic': True, 'thorn': True, 'uv': True, 's-tool': True, 'hike_med': True, 'seasonal': True}",0.346400000000003,0.3462903225806435
GC11Z3E,Jura v depresi / Jurassic in depression,"49 13m 13.368s N, 16 40m 17.04s E",earthcache,True,not_chosen,2.0,2.0,26,2007-04-06,eddiezz,"{'cliff': True, 'mine': True, 'scenic': True, 'onehour': True, 'kids': True, 'winter': True, 'dogs': True}",0.6018999999999992,0.7141935483870888
GC2VYZY,Partyzanska,"49 14m 27.132s N, 16 38m 7.8s E",mystery,True,large,4.0,4.0,64,2013-06-09,lukasMK (by Ortyna Team),"{'bicycles': False, 'treeclimbing': False, 'wheelchair': False, 'winter': False, 'stroller': False, 'teamwork': True, 'hike_med': True, 'public': True, 'parking': True, 'hunting': True, 'ticks': True, 'abandonedbuilding': True, 'uv': True, 'field_puzzle': True, 'flashlight': True, 'thorn': True}",0.704350000000013,0.5983870967741928
GC14PGT,Cernovická terasa,"49 10m 40.26s N, 16 40m 21.792s E",traditional,True,micro,1.5,1.5,0,2007-07-28,les-coccinelles,"{'scenic': True, 'available': True, 'firstaid': True}",0.38924999999999815,0.718451612903217
GC7MM39,Kohoutovicka Reverse Cache [WIGO],"49 11m 40.74s N, 16 32m 26.772s E",wherigo,True,micro,3.0,3.0,4,2018-04-06,JaraB,"{'scenic': True, 'dogs': True, 'available': True, 'winter': True, 'bicycles': True, 'parking': True, 'public': True, 'stroller': True, 'stealth': True, 'touristok': True}",0.4732500000000174,0.29280645161289826
GC2WWMH,Pomsta pro bruslare - MBPWT,"49 9m 19.152s N, 16 38m 0.132s E",traditional,True,micro,2.0,4.0,19,2011-05-24,seatice (adoptováno od kapitanR),"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'bicycles': True, 'stroller': True, 'treeclimbing': True}",0.27660000000001495,0.5915161290322538
GC32250,Kohoutovicke krizky,"49 11m 37.788s N, 16 32m 26.412s E",multicache,True,small,2.0,2.0,24,2011-08-23,BIGJHS,"{'winter': False, 'bicycles': True, 'available': True, 'public': True, 'food': True, 'kids': True, 'hike_med': True, 'parking': True, 'dogs': True, 'ticks': True}",0.46914999999999485,0.29248387096773776
GC5FAMM,Klic je Klic,"49 12m 47.808s N, 16 32m 38.22s E",mystery,True,regular,3.5,3.0,128,2014-10-23,Pokorny.Brno,"{'dogs': False, 'kids': False, 'bicycles': False, 'stroller': False, 'available': True, 'winter': True, 'parking': True, 'thorn': True, 'field_puzzle': True, 'firstaid': True}",0.5663999999999924,0.3030645161290285
GC34HK9,Olympijske kruhy,"49 11m 33.288s N, 16 32m 26.628s E",mystery,True,small,2.5,4.0,32,2011-09-29,BIGJHS,"{'bicycles': True, 'available': True, 'winter': True, 'thorn': True, 'hike_short': True, 'ticks': True, 'dogs': True}",0.4629000000000004,0.29267741935483865
